FIGHT_ID,EVENT_ID,FIGHT_NAME,FIGHT_WEIGHTCLASS,FIGHT_METHOD,ROUND,TIME,FIGHT_TIME_FORMAT,FIGHT_REFEREE,FIGHT_DETAILS,MINUTE,SECOND,FIGHT_STUB,EVENT_NAME,EVENT_DATE,EVENT_LOCATION,EVENT_STUB,DATE_YMD,URL,FIGHT_WINNER
15212,1629,Forrest Petz v Luigi Fioravanti,Welterweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Troy Waugh,Decision,5,0,forrest-petz-v-luigi-fioravanti,UFC Fight Night: Stout vs Fisher,"June 12, 2007","Hollywood, Florida, USA",ufc-fight-night-stout-vs-fisher,12/06/2007,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-stout-vs-fisher-1629/forrest-petz-v-luigi-fioravanti-15212/,Forrest Petz
15215,1629,Anthony Johnson v Chad Reiner,Welterweight,KO/TKO,1,00:13,3 Rnd (5-5-5),Troy Waugh,Punches to Head At Distance,0,13,anthony-johnson-v-chad-reiner,UFC Fight Night: Stout vs Fisher,"June 12, 2007","Hollywood, Florida, USA",ufc-fight-night-stout-vs-fisher,12/06/2007,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-stout-vs-fisher-1629/anthony-johnson-v-chad-reiner-15215/,Anthony Johnson
15272,1636,Rashad Evans v Sean Salmon,Light Heavyweight,KO/TKO,2,01:06,3 Rnd (5-5-5),Troy Waugh,Kick to Head At Distance,1,6,rashad-evans-v-sean-salmon,UFC Fight Night: Evans vs Salmon,"January 25, 2007","Hollywood, Florida, USA",ufc-fight-night-evans-vs-salmon,25/01/2007,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-evans-vs-salmon-1636/rashad-evans-v-sean-salmon-15272/,Rashad Evans
15276,1636,Joshua Burkman v Chad Reiner,Welterweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Troy Waugh,Decision,5,0,joshua-burkman-v-chad-reiner,UFC Fight Night: Evans vs Salmon,"January 25, 2007","Hollywood, Florida, USA",ufc-fight-night-evans-vs-salmon,25/01/2007,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-evans-vs-salmon-1636/joshua-burkman-v-chad-reiner-15276/,Joshua Burkman
15279,1636,Rich Clementi v Ross Pointon,Welterweight,Submission,2,04:53,3 Rnd (5-5-5),Troy Waugh,Rear Naked Choke,4,53,rich-clementi-v-ross-pointon,UFC Fight Night: Evans vs Salmon,"January 25, 2007","Hollywood, Florida, USA",ufc-fight-night-evans-vs-salmon,25/01/2007,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-evans-vs-salmon-1636/rich-clementi-v-ross-pointon-15279/,Rich Clementi
15324,1642,Kendall Grove v Chris Price,Middleweight,KO/TKO,1,03:59,3 Rnd (5-5-5),Troy Waugh,Elbows to Head From Mount       Submission to Strikes,3,59,kendall-grove-v-chris-price,Ortiz vs Shamrock 3: The Final Chapter,"October 10, 2006","Hollywood, Florida, USA",ortiz-vs-shamrock-3-the-final-chapter,10/10/2006,https://vegas-odds.com/ufc-fight-statistics/ortiz-vs-shamrock-3-the-final-chapter-1642/kendall-grove-v-chris-price-15324/,Kendall Grove
15327,1642,Nate Marquardt v Crafton Wallace,Middleweight,Submission,2,01:14,3 Rnd (5-5-5),Troy Waugh,Rear Naked Choke,1,14,nate-marquardt-v-crafton-wallace,Ortiz vs Shamrock 3: The Final Chapter,"October 10, 2006","Hollywood, Florida, USA",ortiz-vs-shamrock-3-the-final-chapter,10/10/2006,https://vegas-odds.com/ufc-fight-statistics/ortiz-vs-shamrock-3-the-final-chapter-1642/nate-marquardt-v-crafton-wallace-15327/,Nate Marquardt
15330,1642,Thiago Alves v John Alessio,Welterweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Troy Waugh,Decision,5,0,thiago-alves-v-john-alessio,Ortiz vs Shamrock 3: The Final Chapter,"October 10, 2006","Hollywood, Florida, USA",ortiz-vs-shamrock-3-the-final-chapter,10/10/2006,https://vegas-odds.com/ufc-fight-statistics/ortiz-vs-shamrock-3-the-final-chapter-1642/thiago-alves-v-john-alessio-15330/,Thiago Alves
10770,1237,Roosevelt Roberts v Vinc Pichel,Lightweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Travis Metteer,Decision,5,0,roosevelt-roberts-v-vinc-pichel,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019","Minneapolis, Minnesota, USA",ufc-fight-night-ngannou-vs-dos-santos,29/06/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-ngannou-vs-dos-santos-1237/roosevelt-roberts-v-vinc-pichel-10770/,Vinc Pichel
10773,1237,Ricardo Ramos v Journey Newson,Bantamweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Travis Metteer,Decision,5,0,ricardo-ramos-v-journey-newson,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019","Minneapolis, Minnesota, USA",ufc-fight-night-ngannou-vs-dos-santos,29/06/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-ngannou-vs-dos-santos-1237/ricardo-ramos-v-journey-newson-10773/,Ricardo Ramos
10776,1237,Dalcha Lungiambula v Dequan Townsend,Light Heavyweight,KO/TKO,3,00:42,3 Rnd (5-5-5),Travis Metteer,Punch to Head At Distance,0,42,dalcha-lungiambula-v-dequan-townsend,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019","Minneapolis, Minnesota, USA",ufc-fight-night-ngannou-vs-dos-santos,29/06/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-ngannou-vs-dos-santos-1237/dalcha-lungiambula-v-dequan-townsend-10776/,Dalcha Lungiambula
14584,1567,David Loiseau v Mario Miranda,Middleweight,KO/TKO,2,04:07,3 Rnd (5-5-5),Tony Williamson,Elbows to Head From Back Control,4,7,david-loiseau-v-mario-miranda,UFC 115: Liddell vs Franklin,"June 12, 2010","Vancouver, British Columbia, Canada",ufc-115-liddell-vs-franklin,12/06/2010,https://vegas-odds.com/ufc-fight-statistics/ufc-115-liddell-vs-franklin-1567/david-loiseau-v-mario-miranda-14584/,Mario Miranda
14586,1567,Ricardo Funch v Claude Patrick,Welterweight,Submission,2,01:48,3 Rnd (5-5-5),Tony Williamson,Guillotine Choke After Drop to Guard,1,48,ricardo-funch-v-claude-patrick,UFC 115: Liddell vs Franklin,"June 12, 2010","Vancouver, British Columbia, Canada",ufc-115-liddell-vs-franklin,12/06/2010,https://vegas-odds.com/ufc-fight-statistics/ufc-115-liddell-vs-franklin-1567/ricardo-funch-v-claude-patrick-14586/,Claude Patrick
15769,1697,Pete Williams v Jason Godsey,Heavyweight,Submission,1,01:56,1 Rnd + OT (12-3),Tony Mullinax,Kneebar From Half Guard,1,56,pete-williams-v-jason-godsey,UFC 19: Ultimate Young Guns,"March 05, 1999","Bay St. Louis, Mississippi, USA",ufc-19-ultimate-young-guns,05/03/1999,https://vegas-odds.com/ufc-fight-statistics/ufc-19-ultimate-young-guns-1697/pete-williams-v-jason-godsey-15769/,Pete Williams
15770,1697,Sione Latu v Joey Roberts,Heavyweight,TKO - Doctor&#039;s Stoppage,1,10:01,1 Rnd + OT (12-3),Tony Mullinax,Facial Cuts,10,1,sione-latu-v-joey-roberts,UFC 19: Ultimate Young Guns,"March 05, 1999","Bay St. Louis, Mississippi, USA",ufc-19-ultimate-young-guns,05/03/1999,https://vegas-odds.com/ufc-fight-statistics/ufc-19-ultimate-young-guns-1697/sione-latu-v-joey-roberts-15770/,Sione Latu
15775,1698,Mikey Burnett v Townsend Saunders,Lightweight,Decision - Unanimous,2,03:00,1 Rnd + OT (12-3),Tony Mullinax,Decision,3,0,mikey-burnett-v-townsend-saunders,UFC 18: The Road to the Heavyweight Title,"January 08, 1999","New Orleans, Louisiana, USA",ufc-18-the-road-to-the-heavyweight-title,08/01/1999,https://vegas-odds.com/ufc-fight-statistics/ufc-18-the-road-to-the-heavyweight-title-1698/mikey-burnett-v-townsend-saunders-15775/,Mikey Burnett
15777,1698,Laverne Clark v Frank Caracci,Lightweight,KO/TKO,1,06:52,1 Rnd + OT (12-3),Tony Mullinax,Punches to Head From Guard       Submission to Strikes,6,52,laverne-clark-v-frank-caracci,UFC 18: The Road to the Heavyweight Title,"January 08, 1999","New Orleans, Louisiana, USA",ufc-18-the-road-to-the-heavyweight-title,08/01/1999,https://vegas-odds.com/ufc-fight-statistics/ufc-18-the-road-to-the-heavyweight-title-1698/laverne-clark-v-frank-caracci-15777/,Laverne Clark
11236,1274,Davey Grant v Manny Bermudez,Bantamweight,Submission,1,00:59,3 Rnd (5-5-5),Tomaz Bendy,Triangle Choke On Ground,0,59,davey-grant-v-manny-bermudez,UFC Fight Night: Shogun vs. Smith,"July 22, 2018","Hamburg, Hamburg, Germany",ufc-fight-night-shogun-vs-smith,22/07/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-shogun-vs-smith-1274/davey-grant-v-manny-bermudez-11236/,Manny Bermudez
11231,1274,Nasrat Haqparast v Marc Diakiese,Lightweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Tomasz Bronder,Decision,5,0,nasrat-haqparast-v-marc-diakiese,UFC Fight Night: Shogun vs. Smith,"July 22, 2018","Hamburg, Hamburg, Germany",ufc-fight-night-shogun-vs-smith,22/07/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-shogun-vs-smith-1274/nasrat-haqparast-v-marc-diakiese-11231/,Nasrat Haqparast
11614,1306,Salim Touahri v Warlley Alves,Welterweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Tomasz Bronder,Decision,5,0,salim-touahri-v-warlley-alves,UFC Fight Night: Cerrone vs. Till,"October 21, 2017","Gdansk, Poland",ufc-fight-night-cerrone-vs-till,21/10/2017,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-cerrone-vs-till-1306/salim-touahri-v-warlley-alves-11614/,Warlley Alves
11616,1306,Felipe Arantes v Josh Emmett,Featherweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Tomasz Bronder,Decision,5,0,felipe-arantes-v-josh-emmett,UFC Fight Night: Cerrone vs. Till,"October 21, 2017","Gdansk, Poland",ufc-fight-night-cerrone-vs-till,21/10/2017,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-cerrone-vs-till-1306/felipe-arantes-v-josh-emmett-11616/,Josh Emmett
11241,1275,Dennis Bermudez v Ricky Glenn,Featherweight,Decision - Split,3,05:00,3 Rnd (5-5-5),Tom Supnet,Decision - Split,5,0,dennis-bermudez-v-ricky-glenn,UFC Fight Night: Dos Santos vs. Ivanov,"July 14, 2018","Boise, Idaho, USA",ufc-fight-night-dos-santos-vs-ivanov,14/07/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-dos-santos-vs-ivanov-1275/dennis-bermudez-v-ricky-glenn-11241/,Ricky Glenn
11245,1275,Eddie Wineland v Alejandro Perez,Bantamweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Tom Supnet,Decision,5,0,eddie-wineland-v-alejandro-perez,UFC Fight Night: Dos Santos vs. Ivanov,"July 14, 2018","Boise, Idaho, USA",ufc-fight-night-dos-santos-vs-ivanov,14/07/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-dos-santos-vs-ivanov-1275/eddie-wineland-v-alejandro-perez-11245/,Alejandro Perez
11249,1275,Liz Carmouche v Jennifer Maia,Women&#039;s Flyweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Tom Supnet,Decision,5,0,liz-carmouche-v-jennifer-maia,UFC Fight Night: Dos Santos vs. Ivanov,"July 14, 2018","Boise, Idaho, USA",ufc-fight-night-dos-santos-vs-ivanov,14/07/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-dos-santos-vs-ivanov-1275/liz-carmouche-v-jennifer-maia-11249/,Liz Carmouche
14767,1584,Mike Pierce v Brock Larson,Welterweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Tom Jones,Decision,5,0,mike-pierce-v-brock-larson,UFC Fight Night: Diaz vs Guillard,"September 16, 2009","Oklahoma City, Oklahoma, USA",ufc-fight-night-diaz-vs-guillard,16/09/2009,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-diaz-vs-guillard-1584/mike-pierce-v-brock-larson-14767/,Mike Pierce
11106,1264,Ashley Yoder v Amanda Cooper,Women&#039;s Strawweight,Decision - Split,3,05:00,3 Rnd (5-5-5),Tom Johnson,Decision - Split,5,0,ashley-yoder-v-amanda-cooper,UFC Fight Night: Korean Zombie vs. Rodriguez,"November 10, 2018","Denver, Colorado, USA",ufc-fight-night-korean-zombie-vs-rodriguez,10/11/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-korean-zombie-vs-rodriguez-1264/ashley-yoder-v-amanda-cooper-11106/,Ashley Yoder
11108,1264,Davi Ramos v John Gunther,Lightweight,Submission,1,01:57,3 Rnd (5-5-5),Tom Johnson,Rear Naked Choke,1,57,davi-ramos-v-john-gunther,UFC Fight Night: Korean Zombie vs. Rodriguez,"November 10, 2018","Denver, Colorado, USA",ufc-fight-night-korean-zombie-vs-rodriguez,10/11/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-korean-zombie-vs-rodriguez-1264/davi-ramos-v-john-gunther-11108/,Davi Ramos
11110,1264,Joseph Morales v Eric Shelton,Flyweight,Decision - Split,3,05:00,3 Rnd (5-5-5),Tom Johnson,Decision - Split,5,0,joseph-morales-v-eric-shelton,UFC Fight Night: Korean Zombie vs. Rodriguez,"November 10, 2018","Denver, Colorado, USA",ufc-fight-night-korean-zombie-vs-rodriguez,10/11/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-korean-zombie-vs-rodriguez-1264/joseph-morales-v-eric-shelton-11110/,Eric Shelton
11923,1333,Alex Caceres v Jason Knight,Featherweight,Submission,2,04:21,3 Rnd (5-5-5),Tom Johnson,Rear Naked Choke,4,21,alex-caceres-v-jason-knight,UFC on FOX: Shevchenko vs. Pena,"January 28, 2017","Denver, Colorado, USA",ufc-on-fox-shevchenko-vs-pena,28/01/2017,https://vegas-odds.com/ufc-fight-statistics/ufc-on-fox-shevchenko-vs-pena-1333/alex-caceres-v-jason-knight-11923/,Jason Knight
11927,1333,Henrique da Silva v Jordan Johnson,Light Heavyweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Tom Johnson,Decision,5,0,henrique-da-silva-v-jordan-johnson,UFC on FOX: Shevchenko vs. Pena,"January 28, 2017","Denver, Colorado, USA",ufc-on-fox-shevchenko-vs-pena,28/01/2017,https://vegas-odds.com/ufc-fight-statistics/ufc-on-fox-shevchenko-vs-pena-1333/henrique-da-silva-v-jordan-johnson-11927/,Jordan Johnson
11930,1333,Alexandre Pantoja v Eric Shelton,Flyweight,Decision - Split,3,05:00,3 Rnd (5-5-5),Tom Johnson,Decision - Split,5,0,alexandre-pantoja-v-eric-shelton,UFC on FOX: Shevchenko vs. Pena,"January 28, 2017","Denver, Colorado, USA",ufc-on-fox-shevchenko-vs-pena,28/01/2017,https://vegas-odds.com/ufc-fight-statistics/ufc-on-fox-shevchenko-vs-pena-1333/alexandre-pantoja-v-eric-shelton-11930/,Alexandre Pantoja
12857,1412,Daniel Kelly v Patrick Walsh,Middleweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Tom Johnson,Decision,5,0,daniel-kelly-v-patrick-walsh,UFC Fight Night: Henderson vs Thatch,"February 14, 2015","Broomfield, Colorado, USA",ufc-fight-night-henderson-vs-thatch,14/02/2015,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-henderson-vs-thatch-1412/daniel-kelly-v-patrick-walsh-12857/,Daniel Kelly
12862,1412,Zach Makovsky v Tim Elliott,Flyweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Tom Johnson,Decision,5,0,zach-makovsky-v-tim-elliott,UFC Fight Night: Henderson vs Thatch,"February 14, 2015","Broomfield, Colorado, USA",ufc-fight-night-henderson-vs-thatch,14/02/2015,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-henderson-vs-thatch-1412/zach-makovsky-v-tim-elliott-12862/,Zach Makovsky
13914,1506,Dennis Bermudez v Tommy Hayden,Featherweight,Submission,1,04:43,3 Rnd (5-5-5),Tom Johnson,Guillotine Choke Standing,4,43,dennis-bermudez-v-tommy-hayden,UFC 150: Henderson vs Edgar II,"August 11, 2012","Denver, Colorado, USA",ufc-150-henderson-vs-edgar-ii,11/08/2012,https://vegas-odds.com/ufc-fight-statistics/ufc-150-henderson-vs-edgar-ii-1506/dennis-bermudez-v-tommy-hayden-13914/,Dennis Bermudez
13917,1506,Dustin Pague v Chico Camus,Bantamweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Tom Johnson,Decision,5,0,dustin-pague-v-chico-camus,UFC 150: Henderson vs Edgar II,"August 11, 2012","Denver, Colorado, USA",ufc-150-henderson-vs-edgar-ii,11/08/2012,https://vegas-odds.com/ufc-fight-statistics/ufc-150-henderson-vs-edgar-ii-1506/dustin-pague-v-chico-camus-13917/,Chico Camus
14241,1536,Tony Ferguson v Aaron Riley,Lightweight,TKO - Doctor&#039;s Stoppage,1,05:00,3 Rnd (5-5-5),Tom Johnson,Jaw Injury,5,0,tony-ferguson-v-aaron-riley,UFC 135: Jones vs Rampage,"September 24, 2011","Denver, Colorado, USA",ufc-135-jones-vs-rampage,24/09/2011,https://vegas-odds.com/ufc-fight-statistics/ufc-135-jones-vs-rampage-1536/tony-ferguson-v-aaron-riley-14241/,Tony Ferguson
14648,1573,John Howard v Daniel Roberts,Welterweight,KO/TKO,1,02:01,3 Rnd (5-5-5),Tom Johnson,Punch to Head On Ground,2,1,john-howard-v-daniel-roberts,UFC Live: Vera vs Jones,"March 21, 2010","Broomfield, Colorado, USA",ufc-live-vera-vs-jones,21/03/2010,https://vegas-odds.com/ufc-fight-statistics/ufc-live-vera-vs-jones-1573/john-howard-v-daniel-roberts-14648/,John Howard
14651,1573,Eric Schafer v Jason Brilz,Light Heavyweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Tom Johnson,Decision,5,0,eric-schafer-v-jason-brilz,UFC Live: Vera vs Jones,"March 21, 2010","Broomfield, Colorado, USA",ufc-live-vera-vs-jones,21/03/2010,https://vegas-odds.com/ufc-fight-statistics/ufc-live-vera-vs-jones-1573/eric-schafer-v-jason-brilz-14651/,Jason Brilz
9596,1136,Frankie Edgar v Marlon Vera,Bantamweight,KO/TKO,3,03:50,3 Rnd (5-5-5),Todd Ronald Anderson,Kick to Head At Distance       Front Kick,3,50,frankie-edgar-v-marlon-vera,UFC 268: Usman vs. Covington 2,"November 06, 2021","New York City, New York, USA",ufc-268-usman-vs-covington-2,06/11/2021,https://vegas-odds.com/ufc-fight-statistics/ufc-268-usman-vs-covington-2-1136/frankie-edgar-v-marlon-vera-9596/,Marlon Vera
9601,1136,Phil Hawes v Chris Curtis,Middleweight,KO/TKO,1,04:27,3 Rnd (5-5-5),Todd Ronald Anderson,Punch to Head At Distance,4,27,phil-hawes-v-chris-curtis,UFC 268: Usman vs. Covington 2,"November 06, 2021","New York City, New York, USA",ufc-268-usman-vs-covington-2,06/11/2021,https://vegas-odds.com/ufc-fight-statistics/ufc-268-usman-vs-covington-2-1136/phil-hawes-v-chris-curtis-9601/,Chris Curtis
9606,1136,Melsik Baghdasaryan v Bruno Souza,Featherweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Todd Ronald Anderson,Decision,5,0,melsik-baghdasaryan-v-bruno-souza,UFC 268: Usman vs. Covington 2,"November 06, 2021","New York City, New York, USA",ufc-268-usman-vs-covington-2,06/11/2021,https://vegas-odds.com/ufc-fight-statistics/ufc-268-usman-vs-covington-2-1136/melsik-baghdasaryan-v-bruno-souza-9606/,Melsik Baghdasaryan
10563,1220,Derrick Lewis v Blagoy Ivanov,Heavyweight,Decision - Split,3,05:00,3 Rnd (5-5-5),Todd Ronald Anderson,Decision - Split,5,0,derrick-lewis-v-blagoy-ivanov,UFC 244: Masvidal vs. Diaz,"November 02, 2019","New York City, New York, USA",ufc-244-masvidal-vs-diaz,02/11/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-244-masvidal-vs-diaz-1220/derrick-lewis-v-blagoy-ivanov-10563/,Derrick Lewis
10567,1220,Brad Tavares v Edmen Shahbazyan,Middleweight,KO/TKO,1,02:27,3 Rnd (5-5-5),Todd Ronald Anderson,Kick to Head At Distance,2,27,brad-tavares-v-edmen-shahbazyan,UFC 244: Masvidal vs. Diaz,"November 02, 2019","New York City, New York, USA",ufc-244-masvidal-vs-diaz,02/11/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-244-masvidal-vs-diaz-1220/brad-tavares-v-edmen-shahbazyan-10567/,Edmen Shahbazyan
10571,1220,Julio Arce v Hakeem Dawodu,Featherweight,Decision - Split,3,05:00,3 Rnd (5-5-5),Todd Ronald Anderson,Decision - Split,5,0,julio-arce-v-hakeem-dawodu,UFC 244: Masvidal vs. Diaz,"November 02, 2019","New York City, New York, USA",ufc-244-masvidal-vs-diaz,02/11/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-244-masvidal-vs-diaz-1220/julio-arce-v-hakeem-dawodu-10571/,Hakeem Dawodu
10816,1241,Antonio Carlos Junior v Ian Heinisch,Middleweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Todd Ronald Anderson,Decision,5,0,antonio-carlos-junior-v-ian-heinisch,UFC Fight Night: Dos Anjos vs. Lee,"May 18, 2019","Rochester, New York, USA",ufc-fight-night-dos-anjos-vs-lee,18/05/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-dos-anjos-vs-lee-1241/antonio-carlos-junior-v-ian-heinisch-10816/,Ian Heinisch
10819,1241,Charles Oliveira v Nik Lentz,Lightweight,KO/TKO,2,02:11,3 Rnd (5-5-5),Todd Ronald Anderson,Punch to Head At Distance,2,11,charles-oliveira-v-nik-lentz,UFC Fight Night: Dos Anjos vs. Lee,"May 18, 2019","Rochester, New York, USA",ufc-fight-night-dos-anjos-vs-lee,18/05/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-dos-anjos-vs-lee-1241/charles-oliveira-v-nik-lentz-10819/,Charles Oliveira
10823,1241,Danny Roberts v Michel Pereira,Welterweight,KO/TKO,1,01:47,3 Rnd (5-5-5),Todd Ronald Anderson,Flying Knee Head,1,47,danny-roberts-v-michel-pereira,UFC Fight Night: Dos Anjos vs. Lee,"May 18, 2019","Rochester, New York, USA",ufc-fight-night-dos-anjos-vs-lee,18/05/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-dos-anjos-vs-lee-1241/danny-roberts-v-michel-pereira-10823/,Michel Pereira
10826,1241,Zak Cummings v Trevin Giles,Middleweight,Submission,3,04:01,3 Rnd (5-5-5),Todd Ronald Anderson,Guillotine Choke On Ground,4,1,zak-cummings-v-trevin-giles,UFC Fight Night: Dos Anjos vs. Lee,"May 18, 2019","Rochester, New York, USA",ufc-fight-night-dos-anjos-vs-lee,18/05/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-dos-anjos-vs-lee-1241/zak-cummings-v-trevin-giles-10826/,Zak Cummings
10841,1243,Derek Brunson v Elias Theodorou,Middleweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Todd Ronald Anderson,Decision,5,0,derek-brunson-v-elias-theodorou,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada",ufc-fight-night-iaquinta-vs-cowboy,04/05/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-iaquinta-vs-cowboy-1243/derek-brunson-v-elias-theodorou-10841/,Derek Brunson
10845,1243,Marc-Andre Barriault v Andrew Sanchez,Middleweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Todd Ronald Anderson,Decision,5,0,marc-andre-barriault-v-andrew-sanchez,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada",ufc-fight-night-iaquinta-vs-cowboy,04/05/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-iaquinta-vs-cowboy-1243/marc-andre-barriault-v-andrew-sanchez-10845/,Andrew Sanchez
10849,1243,Kyle Nelson v Matt Sayles,Featherweight,Submission,3,03:16,3 Rnd (5-5-5),Todd Ronald Anderson,Arm Triangle From Mount,3,16,kyle-nelson-v-matt-sayles,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada",ufc-fight-night-iaquinta-vs-cowboy,04/05/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-iaquinta-vs-cowboy-1243/kyle-nelson-v-matt-sayles-10849/,Matt Sayles
11002,1256,Gregor Gillespie v Yancy Medeiros,Lightweight,KO/TKO,2,04:59,3 Rnd (5-5-5),Todd Ronald Anderson,Punches to Head From Back Control,4,59,gregor-gillespie-v-yancy-medeiros,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019","Brooklyn, New York, USA",ufc-fight-night-cejudo-vs-dillashaw,19/01/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-cejudo-vs-dillashaw-1256/gregor-gillespie-v-yancy-medeiros-11002/,Gregor Gillespie
11006,1256,Alexander Hernandez v Donald Cerrone,Lightweight,KO/TKO,2,03:43,3 Rnd (5-5-5),Todd Ronald Anderson,Kick to Head At Distance,3,43,alexander-hernandez-v-donald-cerrone,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019","Brooklyn, New York, USA",ufc-fight-night-cejudo-vs-dillashaw,19/01/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-cejudo-vs-dillashaw-1256/alexander-hernandez-v-donald-cerrone-11006/,Donald Cerrone
11011,1256,Belal Muhammad v Geoff Neal,Welterweight,Decision - Unanimous,3,05:00,3 Rnd (5-5-5),Todd Ronald Anderson,Decision,5,0,belal-muhammad-v-geoff-neal,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019","Brooklyn, New York, USA",ufc-fight-night-cejudo-vs-dillashaw,19/01/2019,https://vegas-odds.com/ufc-fight-statistics/ufc-fight-night-cejudo-vs-dillashaw-1256/belal-muhammad-v-geoff-neal-11011/,Geoff Neal
11039,1259,Valentina Shevchenko v Joanna Jedrzejczyk,UFC Women&#039;s Flyweight Title,Decision - Unanimous,5,05:00,5 Rnd (5-5-5-5-5),Todd Ronald Anderson,Decision,5,0,valentina-shevchenko-v-joanna-jedrzejczyk,UFC 231: Holloway vs. Ortega,"December 08, 2018","Toronto, Ontario, Canada",ufc-231-holloway-vs-ortega,08/12/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-231-holloway-vs-ortega-1259/valentina-shevchenko-v-joanna-jedrzejczyk-11039/,Valentina Shevchenko
11042,1259,Jimi Manuwa v Thiago Santos,Light Heavyweight,KO/TKO,2,00:41,3 Rnd (5-5-5),Todd Ronald Anderson,Punch to Head In Clinch,0,41,jimi-manuwa-v-thiago-santos,UFC 231: Holloway vs. Ortega,"December 08, 2018","Toronto, Ontario, Canada",ufc-231-holloway-vs-ortega,08/12/2018,https://vegas-odds.com/ufc-fight-statistics/ufc-231-holloway-vs-ortega-1259/jimi-manuwa-v-thiago-santos-11042/,Thiago Santos
